ClienteID;Origem;Idade;Salário Anual (R$);Nota (1-100);Profissão;Experiência Trabalho;Tamanho Família;
1172;Promoção;80;90142;46;Advogado;1;2;
1173;Promoção;82;184481;80;Executivo;0;2;
1174;Promoção;32;66089;83;Artista;6;3;
1175;Promoção;16;60044;91;Artista;4;1;
1176;Normal;61;52543;23;Executivo;0;6;
1177;Normal;57;50429;35;Artista;0;1;
1178;Normal;95;178228;45;Engenheiro;1;2;
1179;Promoção;38;161130;100;Artista;8;3;
1180;Normal;70;87976;38;Advogado;1;6;
1181;Promoção;40;179150;99;Artista;5;2;
1182;Promoção;92;163442;28;Executivo;1;6;
1183;Promoção;73;108159;26;Entretenimento;8;7;
1184;Promoção;62;73419;10;Saúde;0;1;
1185;Promoção;12;138425;81;Doutor;11;6;
1186;Normal;65;54431;93;Saúde;1;7;
1187;Promoção;88;168437;89;Artista;2;2;
1188;Promoção;55;71322;62;Entretenimento;1;6;
1189;Promoção;99;122548;10;;2;5;
1190;Promoção;20;141428;40;Entretenimento;1;5;
1191;Normal;97;142214;44;Artista;7;4;
1192;Promoção;93;62590;51;Artista;9;6;
1193;Normal;84;172523;95;Artista;6;2;
1194;Promoção;16;157588;72;Executivo;2;6;
1195;Promoção;10;143313;26;Doutor;0;7;
1196;Promoção;59;119833;34;Doutor;1;2;
1197;Promoção;54;70803;43;Entretenimento;0;5;
1198;Normal;82;139008;59;Artista;1;4;
1199;Normal;83;126669;65;Artista;1;6;
1200;Normal;87;122722;10;Executivo;9;4;
1201;Normal;1;79800;39;Artista;0;1;
1202;Normal;89;100155;5;Saúde;6;1;
1203;Promoção;32;110846;57;Artista;0;2;
1204;Promoção;1;106841;57;Entretenimento;0;3;
1205;Promoção;54;117181;69;Doutor;12;5;
1206;Promoção;56;86898;72;Saúde;0;6;
1207;Promoção;31;143241;77;Executivo;4;7;
1208;Promoção;26;146028;29;Saúde;0;5;
1209;Normal;7;165287;38;Doutor;0;3;
1210;Promoção;60;132486;17;Artista;1;2;
1211;Normal;92;96424;86;Artista;8;5;
1212;Promoção;93;151468;49;Artista;1;5;
1213;Promoção;8;76561;48;Saúde;0;1;
1214;Promoção;81;125316;77;Advogado;0;6;
1215;Normal;21;109373;34;Entretenimento;4;2;
1216;Normal;96;135042;24;Artista;0;7;
1217;Promoção;78;59784;89;Artista;3;3;
1218;Normal;86;140687;75;Artista;1;2;
1219;Normal;1;182927;28;Saúde;0;1;
1220;Promoção;62;175534;52;Artista;1;6;
1221;Normal;68;170957;6;Advogado;1;3;
1222;Normal;70;81197;88;Artista;0;4;
1223;Promoção;21;104888;4;Saúde;0;4;
1224;Normal;74;184838;18;;8;5;
1225;Promoção;62;139588;62;Executivo;0;2;
1226;Normal;22;126543;45;Construção;0;3;
1227;Promoção;87;177260;60;Entretenimento;14;2;
1228;Normal;44;156823;42;Saúde;9;5;
1229;Promoção;27;183201;48;Engenheiro;8;6;
1230;Promoção;95;84925;54;Artista;4;6;
1231;Normal;89;69719;59;Artista;9;2;
1232;Promoção;41;61355;9;Saúde;1;3;
1233;Normal;41;156014;56;Doutor;14;5;
1234;Normal;21;184088;40;Entretenimento;11;7;
1235;Promoção;59;158372;100;Artista;1;1;
1236;Promoção;64;135742;63;Saúde;1;7;
1237;Promoção;38;145704;83;Marketing;0;4;
1238;Promoção;70;157307;19;Executivo;4;3;
1239;Promoção;25;88064;69;Executivo;1;5;
1240;Promoção;3;167226;28;Construção;0;1;
1241;Promoção;70;153821;9;Marketing;1;4;
1242;Normal;29;170669;78;Doutor;9;5;
1243;Normal;88;93555;25;Artista;3;3;
1244;Promoção;20;101941;14;Saúde;1;3;
1245;Promoção;58;78795;40;Engenheiro;0;6;
1246;Promoção;70;55875;90;Engenheiro;0;5;
1247;Promoção;44;177513;77;Advogado;1;5;
1248;Promoção;87;100850;79;Doutor;0;3;
1249;Promoção;0;143082;51;Entretenimento;0;7;
1250;Promoção;96;85447;13;Artista;9;6;
1251;Promoção;75;114213;29;Doutor;9;4;
1252;Normal;14;161120;69;Executivo;0;1;
1253;Promoção;8;186682;74;Entretenimento;0;1;
1254;Normal;58;105302;75;Doutor;0;3;
1255;Promoção;5;133400;16;Engenheiro;0;6;
1256;Normal;70;56432;23;Engenheiro;0;5;
1257;Promoção;49;136467;68;Saúde;3;3;
1258;Normal;60;189945;20;Engenheiro;0;5;
1259;Promoção;25;163966;44;Advogado;1;5;
1260;Normal;47;52152;29;Artista;0;3;
1261;Normal;53;145720;69;Construção;12;7;
1262;Normal;24;188034;61;Saúde;1;5;
1263;Promoção;46;127911;1;Construção;9;2;
1264;Promoção;70;174114;27;Advogado;1;1;
1265;Normal;53;144489;46;Artista;14;3;
1266;Normal;63;77440;47;Advogado;0;5;
1267;Promoção;24;86119;52;Artista;1;6;
1268;Promoção;5;100056;37;Entretenimento;0;3;
1269;Normal;7;66686;42;Artista;0;7;
1270;Promoção;71;74696;37;Doutor;1;6;
1271;Normal;23;65641;62;Entretenimento;4;5;
1272;Promoção;0;61228;69;Entretenimento;0;6;
1273;Promoção;2;138529;56;Saúde;0;4;
1274;Promoção;72;152405;13;Artista;1;4;
1275;Normal;18;157757;84;Doutor;0;4;
1276;Normal;11;166361;59;Engenheiro;6;4;
1277;Promoção;95;67227;38;Artista;1;7;
1278;Normal;20;161156;88;Engenheiro;0;4;
1279;Promoção;58;170647;66;Saúde;1;7;
1280;Promoção;67;161646;32;Saúde;0;2;
1281;Normal;43;98016;18;Saúde;9;6;
1282;Normal;36;50526;31;Artista;0;6;
1283;Normal;2;175208;16;Executivo;0;4;
1284;Promoção;35;97721;44;Engenheiro;0;7;
1285;Promoção;81;142013;89;Entretenimento;3;4;
1286;Normal;84;166737;88;Artista;0;3;
1287;Promoção;18;62651;21;Entretenimento;0;2;
1288;Promoção;54;179546;1;Construção;8;4;
1289;Promoção;98;51866;96;Artista;12;7;
1290;Promoção;75;86297;38;Executivo;9;4;
1291;Promoção;98;65031;31;Artista;0;4;
1292;Normal;94;69383;37;Entretenimento;0;2;
1293;Normal;24;70733;75;Artista;5;3;
1294;Promoção;47;187898;97;Artista;6;2;
1295;Promoção;40;116001;51;Engenheiro;1;4;
1296;Normal;68;87040;16;Artista;9;1;
1297;Promoção;18;180956;82;Artista;2;2;
1298;Promoção;83;115517;78;Saúde;0;6;
1299;Normal;34;76979;46;Advogado;1;3;
1300;Normal;81;50798;75;Artista;10;5;
1301;Promoção;61;146350;51;Artista;1;3;
1302;Promoção;77;81112;57;Saúde;5;3;
1303;Normal;52;80605;20;Doutor;1;6;
1304;Normal;40;171949;11;Doutor;1;6;
1305;Normal;93;159006;38;Artista;8;6;
1306;Promoção;45;177368;92;Saúde;1;2;
1307;Promoção;83;187643;13;Artista;1;1;
1308;Normal;23;93841;25;Advogado;0;7;
1309;Normal;15;131061;92;Saúde;0;7;
1310;Normal;79;146130;32;Entretenimento;6;6;
1311;Normal;80;84471;79;Doutor;1;5;
1312;Promoção;35;144485;23;Entretenimento;0;4;
1313;Promoção;39;158638;74;Saúde;2;5;
1314;Normal;4;96693;20;Entretenimento;0;4;
1315;Promoção;83;129507;89;Saúde;4;7;
1316;Promoção;94;114510;35;Saúde;0;4;
1317;Promoção;33;109396;13;;1;2;
1318;Promoção;12;149031;100;Artista;10;5;
1319;Promoção;77;66256;9;Advogado;1;2;
1320;Promoção;48;118285;65;Doutor;8;4;
1321;Normal;97;128723;70;Artista;4;5;
1322;Promoção;28;178285;99;Artista;4;7;
1323;Promoção;99;144176;75;Marketing;7;2;
1324;Normal;27;82474;43;Artista;9;3;
1325;Promoção;95;159010;80;Advogado;6;2;
1326;Promoção;6;76164;71;Artista;0;2;
1327;Normal;18;77873;49;Executivo;6;5;
1328;Normal;42;53392;100;Artista;6;4;
1329;Normal;50;168898;53;Artista;9;7;
1330;Normal;86;128917;7;Construção;5;5;
1331;Normal;69;185067;49;Advogado;5;4;
1332;Normal;23;132183;95;Artista;10;3;
1333;Promoção;82;82060;42;Saúde;7;1;
1334;Promoção;97;133614;66;Artista;7;4;
1335;Normal;42;94844;64;;7;6;
1336;Promoção;75;76474;1;Doutor;5;5;
1337;Promoção;14;94655;5;Saúde;8;1;
1338;Normal;3;60933;3;Doutor;0;1;
1339;Normal;16;79257;82;Saúde;6;2;
1340;Promoção;45;125677;44;Entretenimento;5;2;
1341;Promoção;23;127971;64;Artista;1;5;
1342;Normal;38;76103;62;Executivo;9;3;
1343;Promoção;45;114741;100;Artista;0;5;
1344;Promoção;82;157994;100;Artista;1;1;
1345;Normal;73;93786;56;Entretenimento;3;1;
1346;Normal;36;75178;53;Entretenimento;1;7;
1347;Normal;13;175267;81;Saúde;1;4;
1348;Promoção;96;99263;96;Saúde;8;1;
1349;Promoção;83;52590;1;Saúde;0;4;
1350;Normal;33;170959;87;Artista;0;4;
1351;Normal;68;135076;60;Engenheiro;1;5;
1352;Normal;88;167112;34;Advogado;0;1;
1353;Promoção;87;184639;8;Doutor;1;6;
1354;Promoção;88;172369;88;Artista;6;6;
1355;Promoção;43;124256;68;Marketing;1;7;
1356;Promoção;64;89972;100;Artista;10;6;
1357;Normal;96;67799;54;Entretenimento;1;6;
1358;Promoção;72;176074;66;Doutor;1;7;
1359;Normal;48;167517;39;Artista;2;7;
1360;Promoção;64;77914;19;Artista;1;6;
1361;Promoção;8;57605;50;Doutor;0;2;
1362;Promoção;52;86365;66;Engenheiro;1;7;
1363;Normal;3;93883;12;Saúde;0;2;
1364;Promoção;44;131091;70;Artista;4;1;
1365;Normal;14;87222;14;Saúde;8;4;
1366;Promoção;50;117076;41;Doutor;1;2;
1367;Normal;53;150925;1;Saúde;1;2;
1368;Promoção;31;149379;96;Advogado;0;3;
1369;Promoção;31;138644;90;Engenheiro;4;3;
1370;Normal;97;148493;42;Doutor;4;7;
1371;Normal;27;84658;66;Advogado;4;6;
1372;Normal;2;111618;72;Advogado;0;5;
1373;Normal;81;108759;72;Artista;7;6;
1374;Normal;64;186203;92;Artista;10;5;
1375;Promoção;11;147258;62;Advogado;10;2;
1376;Promoção;78;132983;63;Saúde;7;7;
1377;Normal;72;149092;39;Engenheiro;8;1;
1378;Normal;36;163845;84;Doutor;5;7;
1379;Normal;97;117777;79;Artista;5;5;
1380;Normal;88;131584;30;Artista;7;3;
1381;Promoção;21;123904;99;Artista;7;5;
1382;Promoção;62;89801;96;Artista;5;4;
1383;Normal;73;173466;76;Entretenimento;10;5;
1384;Promoção;34;55690;6;Marketing;4;6;
1385;Promoção;50;104467;68;;5;1;
1386;Normal;39;100419;31;Artista;5;4;
1387;Promoção;82;62951;43;Advogado;8;2;
1388;Normal;39;118554;1;Advogado;4;6;
1389;Promoção;13;140673;57;Artista;6;7;
1390;Promoção;68;75561;83;Saúde;5;3;
1391;Promoção;77;147306;46;Saúde;6;6;
1392;Promoção;35;111871;33;Doutor;10;1;
1393;Normal;5;112884;16;Saúde;0;6;
1394;Promoção;47;121267;54;Engenheiro;1;1;
1395;Promoção;48;151519;100;Artista;7;2;
1396;Promoção;34;105448;48;Artista;0;5;
1397;Promoção;20;92048;87;Saúde;1;1;
1398;Normal;61;99980;100;Saúde;10;1;
1399;Normal;16;84003;80;Artista;9;6;
1400;Normal;2;110889;68;Executivo;0;2;
1401;Promoção;52;82478;98;Executivo;10;1;
1402;Normal;99;139685;20;Saúde;1;4;
1403;Promoção;84;182374;70;Entretenimento;0;6;
1404;Promoção;58;119366;90;Engenheiro;4;2;
1405;Promoção;91;53788;53;Doutor;0;2;
1406;Promoção;1;90341;61;Doutor;0;2;
1407;Promoção;67;118348;90;Engenheiro;1;7;
1408;Normal;56;137428;99;Artista;0;2;
1409;Promoção;62;106982;61;Entretenimento;1;7;
1410;Promoção;12;98532;48;Doutor;0;6;
1411;Promoção;38;120825;20;Executivo;9;7;
1412;Promoção;51;58006;79;Executivo;1;5;
1413;Normal;20;106941;85;Artista;1;1;
1414;Normal;43;129782;43;Entretenimento;1;2;
1415;Normal;93;121513;90;Engenheiro;0;6;
1416;Promoção;54;79925;26;Saúde;0;3;
1417;Normal;23;112089;74;Saúde;7;7;
1418;Promoção;1;138656;1;;0;4;
1419;Promoção;64;146794;86;Saúde;8;3;
1420;Promoção;55;75033;26;Engenheiro;5;5;
1421;Promoção;85;149969;74;Executivo;0;6;
1422;Promoção;20;124852;35;Saúde;5;5;
1423;Normal;73;154837;42;Executivo;8;4;
1424;Promoção;53;145678;51;Executivo;0;1;
1425;Promoção;7;137354;77;Artista;0;7;
1426;Promoção;50;136660;56;Entretenimento;1;3;
1427;Promoção;12;63334;100;Artista;0;6;
1428;Normal;37;62893;29;Executivo;1;5;
1429;Normal;78;163514;89;Doutor;9;2;
1430;Normal;29;145934;52;Marketing;10;2;
1431;Promoção;54;119223;61;Advogado;10;7;
1432;Normal;89;127479;25;Doutor;10;2;
1433;Promoção;25;136146;100;Artista;6;6;
1434;Promoção;14;76001;54;Artista;7;3;
1435;Promoção;12;84885;20;Saúde;6;2;
1436;Promoção;18;82812;13;Artista;6;2;
1437;Normal;74;51260;55;Entretenimento;5;5;
1438;Normal;21;159572;42;Saúde;5;5;
1439;Normal;9;130186;80;Artista;0;7;
1440;Promoção;49;176954;65;Artista;5;6;
1441;Normal;58;85908;100;Artista;5;4;
1442;Promoção;16;75831;8;Saúde;10;7;
1443;Promoção;55;123045;52;Engenheiro;7;3;
1444;Promoção;31;161211;6;Advogado;9;1;
1445;Promoção;59;81702;28;Marketing;6;4;
1446;Promoção;25;173043;13;Artista;8;6;
1447;Normal;63;126380;100;Artista;6;1;
1448;Promoção;60;128205;23;Saúde;6;5;
1449;Promoção;41;181355;88;Artista;10;3;
1450;Promoção;84;97931;66;Saúde;9;7;
1451;Normal;72;146432;37;Artista;6;1;
1452;Promoção;97;125731;49;Artista;6;4;
1453;Promoção;43;132701;66;Saúde;5;2;
1454;Promoção;63;116095;16;Artista;5;1;
1455;Promoção;7;135773;30;Artista;0;5;
1456;Normal;54;136417;45;Saúde;9;6;
1457;Normal;27;80783;94;Artista;9;3;
1458;Normal;28;182580;60;Executivo;6;6;
1459;Promoção;84;143567;56;Artista;7;2;
1460;Normal;71;85908;97;Entretenimento;5;4;
1461;Promoção;88;139806;100;Entretenimento;4;4;
1462;Promoção;75;77269;32;Artista;8;1;
1463;Promoção;96;105968;61;Engenheiro;4;5;
1464;Promoção;83;125660;22;Engenheiro;10;4;
1465;Promoção;86;98444;84;Entretenimento;7;4;
1466;Normal;60;179503;21;Artista;4;3;
1467;Promoção;5;60575;1;Engenheiro;0;2;
1468;Promoção;65;75685;20;Marketing;7;3;
1469;Promoção;49;85374;53;Artista;8;5;
1470;Promoção;78;128642;20;Marketing;5;6;
1471;Normal;25;182292;90;Artista;7;5;
1472;Promoção;5;124702;80;Artista;0;3;
1473;Promoção;58;127833;13;Artista;7;7;
1474;Promoção;80;178866;100;Artista;8;4;
1475;Promoção;94;183643;59;Artista;5;5;
1476;Normal;62;113306;4;Executivo;5;6;
1477;Normal;20;84008;89;Artista;8;4;
1478;Normal;85;85758;42;Advogado;10;4;
1479;Promoção;72;63128;41;Engenheiro;8;7;
1480;Normal;95;70174;13;Executivo;10;6;
1481;Promoção;97;170133;38;Engenheiro;5;5;
1482;Promoção;25;165978;50;Artista;7;3;
1483;Promoção;17;149727;86;Artista;7;3;
1484;Promoção;19;147052;82;;9;4;
1485;Promoção;59;113389;75;Doutor;4;6;
1486;Normal;30;111690;92;Entretenimento;10;4;
1487;Promoção;63;184830;56;Doutor;9;3;
1488;Promoção;23;91549;31;Artista;4;3;
1489;Promoção;97;94629;18;Marketing;6;3;
1490;Promoção;97;167558;100;Artista;4;7;
1491;Normal;94;119189;69;Artista;9;3;
1492;Promoção;28;96207;75;Artista;5;5;
1493;Normal;21;85339;6;Doutor;4;7;
1494;Promoção;25;111942;15;Artista;5;5;
1495;Promoção;48;157003;41;Engenheiro;5;4;
1496;Promoção;53;117123;31;Artista;9;7;
1497;Promoção;97;172747;84;Artista;7;2;
1498;Normal;33;157358;52;Saúde;7;4;
1499;Normal;5;156655;12;Entretenimento;0;5;
1500;Normal;72;166043;93;Doutor;7;6;
1501;Normal;40;67768;22;Doutor;10;6;
1502;Normal;34;171353;34;Doutor;8;4;
1503;Promoção;63;116971;72;Executivo;7;5;
1504;Promoção;85;97822;34;Doutor;5;3;
1505;Promoção;86;117203;86;Saúde;10;3;
1506;Promoção;63;88720;100;Artista;10;1;
1507;Promoção;9;173233;1;;0;1;
1508;Promoção;76;139447;44;Artista;8;7;
1509;Normal;19;179269;100;Entretenimento;6;3;
1510;Promoção;84;136254;86;Engenheiro;5;6;
1511;Normal;38;174594;56;Executivo;8;2;
1512;Promoção;1;100429;7;Entretenimento;0;1;
1513;Promoção;30;73107;56;Artista;9;1;
1514;Promoção;86;98344;33;Artista;6;6;
1515;Normal;21;163509;28;Saúde;10;1;
1516;Normal;15;116204;16;Engenheiro;8;2;
1517;Promoção;87;95853;49;Saúde;9;1;
1518;Normal;40;156411;82;Artista;6;5;
1519;Normal;2;72889;9;Construção;0;7;
1520;Promoção;63;106691;75;Saúde;9;3;
1521;Normal;26;144832;54;Artista;5;3;
1522;Normal;29;132297;65;Entretenimento;8;1;
1523;Promoção;7;170345;1;Executivo;0;5;
1524;Normal;28;157383;13;Advogado;8;2;
1525;Promoção;99;150782;14;Executivo;8;2;
1526;Normal;69;143987;94;Saúde;10;5;
1527;Promoção;13;129659;67;Entretenimento;6;7;
1528;Normal;73;104826;36;Saúde;5;1;
1529;Promoção;4;181471;35;Saúde;0;4;
1530;Promoção;42;152547;64;Artista;7;4;
1531;Normal;43;85347;9;Doutor;1;1;
1532;Promoção;79;122828;28;Executivo;0;5;
1533;Normal;18;107794;17;Engenheiro;0;5;
1534;Normal;39;152566;23;Entretenimento;1;7;
1535;Promoção;41;91715;100;Entretenimento;0;3;
1536;Promoção;60;99222;56;Artista;1;6;
1537;Promoção;39;70280;95;Engenheiro;0;4;
1538;Promoção;90;70030;82;Saúde;1;2;
1539;Promoção;83;102083;32;Artista;1;1;
1540;Promoção;92;166163;83;Engenheiro;8;5;
1541;Promoção;6;182871;1;Engenheiro;0;6;
1542;Normal;50;187545;61;Executivo;4;6;
1543;Normal;90;182910;98;Entretenimento;0;1;
1544;Promoção;13;174530;26;Advogado;1;6;
1545;Promoção;27;115438;45;Artista;0;6;
1546;Promoção;93;93964;88;Artista;4;2;
1547;Promoção;61;180341;71;Saúde;1;3;
1548;Promoção;91;107323;1;Engenheiro;7;7;
1549;Promoção;79;119435;63;Entretenimento;0;7;
1550;Promoção;80;68341;88;Artista;13;6;
1551;Promoção;16;95365;68;Artista;0;5;
1552;Normal;4;131093;52;Advogado;0;7;
1553;Promoção;34;100621;1;Saúde;1;1;
1554;Normal;10;116521;20;Doutor;0;2;
1555;Promoção;3;136316;57;Executivo;0;3;
1556;Normal;96;172039;51;Advogado;0;6;
1557;Promoção;48;70844;30;Entretenimento;0;3;
1558;Normal;25;100964;100;Marketing;1;6;
1559;Promoção;98;128037;47;Entretenimento;6;2;
1560;Normal;84;97081;80;Marketing;1;3;
1561;Normal;88;92247;52;Marketing;0;6;
1562;Normal;86;129914;100;Artista;1;3;
1563;Promoção;0;94014;22;Engenheiro;0;5;
1564;Promoção;56;138864;100;Artista;0;5;
1565;Normal;6;169299;24;Marketing;0;5;
1566;Normal;2;119097;13;Saúde;0;7;
1567;Promoção;73;68161;19;Doutor;1;2;
1568;Promoção;38;181108;28;Construção;1;1;
1569;Normal;37;87764;59;Engenheiro;9;7;
1570;Promoção;41;102543;62;Artista;7;3;
1571;Normal;94;139417;25;Artista;1;3;
1572;Promoção;57;81802;25;Construção;9;1;
1573;Promoção;96;102788;59;Artista;0;1;
1574;Promoção;59;163179;15;Saúde;1;7;
1575;Normal;87;71318;22;Saúde;1;3;
1576;Normal;55;63683;34;Saúde;3;1;
1577;Promoção;16;189689;33;Saúde;8;5;
1578;Normal;82;121610;48;Artista;0;5;
1579;Promoção;83;150682;33;Artista;1;1;
1580;Promoção;96;124550;47;Marketing;0;3;
1581;Normal;55;148875;100;Artista;0;4;
1582;Normal;6;107117;36;Artista;0;3;
1583;Normal;33;109223;43;Engenheiro;1;5;
1584;Promoção;0;120899;1;Marketing;0;6;
1585;Promoção;27;101948;39;Artista;0;5;
1586;Normal;72;143169;58;Engenheiro;0;4;
1587;Promoção;13;167619;1;Saúde;7;6;
1588;Promoção;19;181795;55;Saúde;3;5;
1589;Promoção;48;186445;37;Engenheiro;0;1;
1590;Promoção;58;102205;32;Artista;1;1;
1591;Promoção;21;52326;65;Saúde;0;2;
1592;Normal;91;82992;17;Entretenimento;1;5;
1593;Normal;44;145520;55;Construção;1;7;
1594;Promoção;80;104820;100;Artista;2;4;
1595;Promoção;28;69025;87;Entretenimento;0;2;
1596;Normal;74;164976;100;Entretenimento;0;4;
1597;Promoção;79;178576;47;Executivo;5;5;
1598;Promoção;42;72415;53;Marketing;0;5;
1599;Normal;80;112146;36;Entretenimento;0;3;
1600;Normal;8;144830;35;Artista;0;1;
1601;Promoção;24;51661;87;Entretenimento;0;7;
1602;Promoção;71;152910;98;Artista;1;6;
1603;Normal;1;114556;56;Entretenimento;0;7;
1604;Normal;0;143455;35;Saúde;0;6;
1605;Normal;30;173096;92;Saúde;0;3;
1606;Promoção;52;121172;93;Saúde;5;4;
1607;Promoção;34;56492;11;Construção;8;1;
1608;Normal;64;156422;51;Entretenimento;1;7;
1609;Normal;17;131863;100;Artista;1;7;
1610;Normal;71;118096;36;Advogado;0;3;
1611;Normal;87;149685;30;Executivo;9;6;
1612;Promoção;68;89765;36;Artista;0;7;
1613;Promoção;14;177701;57;Entretenimento;0;6;
1614;Normal;24;64738;79;Artista;0;6;
1615;Promoção;10;92734;1;Advogado;0;4;
1616;Promoção;53;146877;43;Saúde;4;3;
1617;Promoção;39;62935;68;Artista;0;7;
1618;Promoção;16;67178;25;Entretenimento;8;3;
1619;Promoção;64;115754;31;Engenheiro;1;3;
1620;Promoção;41;186470;29;Artista;0;7;
1621;Normal;16;100939;34;Saúde;7;6;
1622;Promoção;94;86172;63;Artista;4;4;
1623;Promoção;40;184222;13;Saúde;0;2;
1624;Normal;81;71543;13;Entretenimento;1;4;
1625;Promoção;18;174836;59;Saúde;0;4;
1626;Promoção;78;130706;68;;3;6;
1627;Normal;8;74407;73;Doutor;0;6;
1628;Normal;64;130055;46;Saúde;2;1;
1629;Normal;45;88707;81;Saúde;0;5;
1630;Normal;99;162762;52;Saúde;1;1;
1631;Normal;59;154821;77;Doutor;0;2;
1632;Normal;53;57248;66;Advogado;5;5;
1633;Promoção;66;99902;57;Engenheiro;10;2;
1634;Promoção;1;165711;38;Artista;0;2;
1635;Normal;73;97455;55;;6;4;
1636;Promoção;34;93866;51;Entretenimento;9;2;
1637;Promoção;1;141307;1;Saúde;0;3;
1638;Normal;73;172011;9;Doutor;1;5;
1639;Normal;90;68138;18;Saúde;2;7;
1640;Promoção;32;123246;96;Construção;8;6;
1641;Promoção;47;124194;28;Doutor;1;7;
1642;Normal;15;188696;87;Construção;8;3;
1643;Promoção;78;91213;80;Advogado;3;5;
1644;Promoção;83;166650;95;Saúde;1;3;
1645;Normal;2;52727;52;Artista;0;3;
1646;Normal;75;126469;98;Entretenimento;1;2;
1647;Normal;45;138775;17;Executivo;0;7;
1648;Promoção;49;68901;66;Doutor;7;7;
1649;Promoção;41;118621;3;Construção;0;7;
1650;Normal;34;109263;89;Entretenimento;0;1;
1651;Normal;82;150012;83;Saúde;3;6;
1652;Normal;37;133850;90;Marketing;9;3;
1653;Promoção;25;81640;100;Entretenimento;1;6;
1654;Promoção;52;133214;6;Marketing;9;7;
1655;Promoção;23;186723;50;Entretenimento;8;5;
1656;Promoção;96;92100;31;Artista;9;3;
1657;Normal;5;64484;1;Construção;0;5;
1658;Promoção;47;69024;1;Saúde;4;5;
1659;Normal;81;171194;67;Artista;0;5;
1660;Promoção;4;183282;22;Artista;0;1;
1661;Promoção;8;100099;43;Saúde;0;3;
1662;Promoção;35;164435;22;Advogado;1;3;
1663;Normal;67;172407;60;Doutor;9;3;
1664;Promoção;9;84781;1;Executivo;0;3;
1665;Normal;82;186130;61;Advogado;3;7;
1666;Promoção;2;56782;1;Artista;0;5;
1667;Normal;95;137206;16;Artista;0;4;
1668;Promoção;9;146950;61;Doutor;0;5;
1669;Promoção;99;174275;1;Saúde;0;2;
1670;Normal;96;97705;41;Construção;8;2;
1671;Normal;92;188984;69;Advogado;1;4;
1672;Normal;24;119238;67;Artista;1;3;
1673;Normal;58;87923;31;Entretenimento;0;5;
1674;Normal;15;128573;97;Executivo;1;1;
1675;Promoção;13;132374;97;Marketing;0;3;
1676;Promoção;51;135164;83;Artista;9;3;
1677;Normal;9;165194;2;Artista;0;3;
1678;Normal;0;126060;65;Doutor;0;3;
1679;Normal;67;89366;55;Saúde;9;3;
1680;Normal;58;95172;77;Saúde;1;5;
1681;Promoção;55;95975;45;Executivo;0;1;
1682;Promoção;52;165573;55;Saúde;0;7;
1683;Normal;83;180887;71;Entretenimento;1;1;
1684;Promoção;83;142720;82;Executivo;0;1;
1685;Promoção;90;113460;50;Advogado;1;7;
1686;Normal;87;110434;32;Artista;7;3;
1687;Promoção;67;146016;46;Artista;1;6;
1688;Normal;81;101073;67;Executivo;0;7;
1689;Promoção;36;62617;18;Artista;9;3;
1690;Promoção;51;96028;45;Artista;0;5;
1691;Promoção;31;186334;45;Artista;0;1;
1692;Promoção;57;163473;60;Artista;0;1;
1693;Normal;83;89819;71;Artista;4;2;
1694;Promoção;51;69388;29;Engenheiro;3;4;
1695;Promoção;15;134748;77;Marketing;1;6;
1696;Promoção;18;149915;97;Doutor;14;1;
1697;Promoção;88;104098;44;Saúde;1;6;
1698;Normal;70;80160;22;Artista;8;5;
1699;Normal;9;124125;80;Artista;0;2;
1700;Normal;6;170226;4;Advogado;0;3;
1701;Promoção;8;53306;67;Engenheiro;0;2;
1702;Normal;55;103933;31;Executivo;6;3;
1703;Promoção;69;85401;18;Entretenimento;4;6;
1704;Promoção;18;53812;28;Construção;9;5;
1705;Promoção;13;60771;58;Entretenimento;1;7;
1706;Promoção;69;56398;83;Entretenimento;8;3;
1707;Promoção;69;171118;87;Engenheiro;9;3;
1708;Normal;69;79806;73;Saúde;0;5;
1709;Promoção;89;150187;31;Saúde;0;5;
1710;Promoção;45;129455;10;Advogado;0;3;
1711;Promoção;75;116813;87;Entretenimento;10;6;
1712;Promoção;54;95734;35;Construção;8;7;
1713;Normal;33;76654;60;Artista;4;1;
1714;Normal;67;86289;100;Artista;1;5;
1715;Normal;26;176147;19;Saúde;0;1;
1716;Promoção;5;142351;80;Entretenimento;0;7;
1717;Normal;65;186673;51;Doutor;1;1;
1718;Promoção;94;131521;70;Artista;0;6;
1719;Promoção;95;50223;23;Entretenimento;8;1;
1720;Promoção;48;74308;31;Entretenimento;1;2;
1721;Promoção;41;155881;18;Advogado;0;7;
1722;Promoção;92;168303;12;Executivo;9;4;
1723;Normal;44;182748;58;Engenheiro;1;7;
1724;Promoção;35;52374;81;Artista;1;1;
1725;Promoção;34;86154;13;Doutor;1;2;
1726;Promoção;52;163612;47;Executivo;0;5;
1727;Promoção;64;64756;25;Marketing;10;1;
1728;Normal;62;185257;70;Artista;1;4;
1729;Normal;58;78669;87;Artista;1;7;
1730;Normal;15;164520;59;Artista;1;7;
1731;Promoção;65;92135;45;Construção;6;4;
1732;Normal;20;103195;68;Doutor;0;7;
1733;Promoção;21;161663;32;Executivo;1;7;
1734;Promoção;79;57039;42;Artista;2;6;
1735;Promoção;91;54754;13;Artista;0;2;
1736;Promoção;92;136531;72;Engenheiro;1;4;
1737;Normal;62;120838;91;Artista;1;4;
1738;Normal;94;127927;48;Doutor;0;4;
