CódigoCompra;Data;Fornecedor;Produto;Quantidade;ValorUnitário;ValorFinal
67855;15/12/2023;Fabrica Hashtag Argentina;Correia - Linha A;1;119.92;119.92
67858;15/12/2023;Fabrica Doidona Brasil;Filtro de Óleo - Linha B;4;21.74;86.94
67858;15/12/2023;Fabrica Doidona Brasil;Óleo Motor - Linha Premium;2;582.3;1164.59
67858;15/12/2023;Fabrica Doidona Brasil;Kit Embreagem - Linha C;1;502.55;502.55
67860;15/12/2023;Original Fábrica Brasil;Bateria - Linha B;5;550.85;2754.25
67860;15/12/2023;Original Fábrica Brasil;Filtro de Óleo - Linha A;1;18.9;18.9
67860;15/12/2023;Original Fábrica Brasil;Bomba d'agua - Linha C;2;732.53;1465.07
67860;15/12/2023;Original Fábrica Brasil;Pneus - Linha A;3;359.91;1079.73
67865;15/12/2023;Fabrica Hashtag Europa;Óleo Motor - Linha Premium;3;582.3;1746.89
67865;15/12/2023;Fabrica Hashtag Europa;Rolamento das Rodas - Linha C;1;248.5;248.5
67866;15/12/2023;Original Fábrica Asia;Pneus - Linha C;2;475.98;951.96
67866;15/12/2023;Original Fábrica Asia;Logo Hashtag - Linha B;2;11.5;23
67866;15/12/2023;Original Fábrica Asia;Pneus - Linha C;2;475.98;951.96
67867;15/12/2023;Fabrica Hashtag Europa;Caixa de Marcha - Linha Premium;3;11218.77;33656.3
67868;15/12/2023;Original Fábrica Europa;Terminal de Direção - Linha B;1;156.4;156.4
67869;15/12/2023;Original Fábrica Asia;Caixa de Marcha - Linha A;5;4990;24950
67870;15/12/2023;Original Fábrica Argentina;Terminal de Direção - Linha A;2;136;272
67873;15/12/2023;Revenda EUA;Mola de pressão - Linha A;1;39.62;39.62
67880;15/12/2023;Original Fábrica Europa;Filtro Combustível - Linha B;1;210.84;210.84
67881;15/12/2023;Original Fábrica Mexico;Filtro de Óleo - Linha A;2;18.9;37.8
67883;15/12/2023;Revenda Argentina;Radiador - Linha C;1;339.75;339.75
67883;15/12/2023;Revenda Argentina;Terminal de Direção - Linha B;3;156.4;469.2
67884;15/12/2023;Fabrica Hashtag Argentina;Filtro de Óleo - Linha C;2;25;49.99
67886;15/12/2023;Revenda Europa;Condensador - Linha A;5;689.9;3449.5
67886;15/12/2023;Revenda Europa;Barra Estabilizadora - Linha A;1;395.8;395.8
67886;15/12/2023;Revenda Europa;Caixa de Marcha - Linha Premium;3;11218.77;33656.3
67887;15/12/2023;Fabrica Hashtag Brasil;Farol Principal - Linha Premium;2;359.5;718.99
67888;15/12/2023;Fabrica Hashtag Asia;Foto do Lira - Linha C;4;1150.58;4602.3
67890;15/12/2023;Fabrica Doidona Asia;Terminal de Direção - Linha B;4;156.4;625.6
67890;15/12/2023;Fabrica Doidona Asia;Volante - Linha A;3;530;1590
67895;15/12/2023;Revenda Brasil;Condensador - Linha C;1;912.39;912.39
67897;15/12/2023;Original Fábrica Argentina;Pneus - Linha B;1;413.9;413.9
67897;15/12/2023;Original Fábrica Argentina;Pneus - Linha A;2;359.91;719.82
67898;15/12/2023;Revenda Argentina;Mola de pressão - Linha Premium;2;89.08;178.15
67898;15/12/2023;Revenda Argentina;Terminal de Direção - Linha A;1;136;136
67900;15/12/2023;Fabrica Doidona Europa;Correia - Linha Premium;3;269.61;808.83
67902;15/12/2023;Fabrica Doidona EUA;Pneus - Linha B;1;413.9;413.9
67902;15/12/2023;Fabrica Doidona EUA;Farol Principal - Linha B;2;183.89;367.77
67902;15/12/2023;Fabrica Doidona EUA;Mola de pressão - Linha B;4;45.56;182.25
67903;15/12/2023;Fabrica Hashtag Asia;Filtro Combustível - Linha B;4;210.84;843.36
67903;15/12/2023;Fabrica Hashtag Asia;Barra Estabilizadora - Linha A;2;395.8;791.6
67904;15/12/2023;Fabrica Doidona EUA;Kit Embreagem - Linha A;4;380;1520
67904;15/12/2023;Fabrica Doidona EUA;Correia - Linha C;1;158.59;158.59
67905;15/12/2023;Fabrica Hashtag Asia;Radiador - Linha C;4;339.75;1359
67905;15/12/2023;Fabrica Hashtag Asia;Bomba d'agua - Linha Premium;5;1245.31;6226.53
67905;15/12/2023;Fabrica Hashtag Asia;Rolamento das Rodas - Linha A;1;187.9;187.9
67906;15/12/2023;Original Fábrica Asia;Filtro de Óleo - Linha B;1;21.74;21.74
67906;15/12/2023;Original Fábrica Asia;Filtro Combustível - Linha A;2;183.34;366.68
67907;15/12/2023;Fabrica Hashtag Argentina;Radiador - Linha Premium;5;577.58;2887.88
67907;15/12/2023;Fabrica Hashtag Argentina;Filtro Combustível - Linha A;2;183.34;366.68
67908;15/12/2023;Original Fábrica EUA;Foto do Lira - Linha Premium;1;1955.98;1955.98
67910;15/12/2023;Fabrica Hashtag Asia;Rolamento das Rodas - Linha A;1;187.9;187.9
67913;15/12/2023;Fabrica Doidona Asia;Mola de pressão - Linha Premium;2;89.08;178.15
67914;15/12/2023;Original Fábrica EUA;Logo Hashtag - Linha B;2;11.5;23
67915;15/12/2023;Fabrica Hashtag Argentina;Kit Embreagem - Linha C;2;502.55;1005.1
67917;15/12/2023;Fabrica Hashtag Europa;Radiador - Linha B;1;295.44;295.44
67918;15/12/2023;Original Fábrica Brasil;Farol Principal - Linha C;5;211.47;1057.34
67919;15/12/2023;Revenda EUA;Bomba d'agua - Linha C;4;732.53;2930.13
67919;15/12/2023;Revenda EUA;Pneus - Linha A;3;359.91;1079.73
67921;15/12/2023;Revenda Europa;Logo Hashtag - Linha C;1;13.23;13.23
67921;15/12/2023;Revenda Europa;Logo Hashtag - Linha A;2;10;20
67922;15/12/2023;Fabrica Hashtag Brasil;Bateria - Linha A;1;479;479
67924;15/12/2023;Original Fábrica Asia;Correia - Linha B;1;137.91;137.91
67924;15/12/2023;Original Fábrica Asia;Óleo Motor - Linha C;2;342.53;685.06
67925;15/12/2023;Fabrica Doidona Mexico;Foto do Lira - Linha C;1;1150.58;1150.58
67925;15/12/2023;Fabrica Doidona Mexico;Kit Embreagem - Linha B;2;437;874
67926;15/12/2023;Fabrica Hashtag Brasil;Foto do Lira - Linha B;3;1000.5;3001.5
67926;15/12/2023;Fabrica Hashtag Brasil;Farol Principal - Linha A;3;159.9;479.7
67926;15/12/2023;Fabrica Hashtag Brasil;Pneus - Linha C;1;475.98;475.98
67928;15/12/2023;Fabrica Hashtag Argentina;Barra Estabilizadora - Linha A;3;395.8;1187.4
67929;15/12/2023;Revenda Argentina;Correia - Linha B;1;137.91;137.91
67929;15/12/2023;Revenda Argentina;Bateria - Linha C;1;633.48;633.48
67933;15/12/2023;Original Fábrica EUA;Foto do Lira - Linha A;1;870;870
67934;15/12/2023;Revenda Asia;Correia - Linha C;1;158.59;158.59
67935;15/12/2023;Revenda Brasil;Filtro Combustível - Linha Premium;3;412.19;1236.58
67936;15/12/2023;Revenda Europa;Farol Principal - Linha Premium;3;359.5;1078.49
67938;15/12/2023;Fabrica Doidona Argentina;Farol Principal - Linha C;4;211.47;845.87
67943;15/12/2023;Revenda EUA;Pneus - Linha A;4;359.91;1439.64
67944;15/12/2023;Revenda Brasil;Filtro Combustível - Linha C;1;242.47;242.47
67946;15/12/2023;Fabrica Doidona Mexico;Bateria - Linha Premium;2;1076.91;2153.82
67948;15/12/2023;Fabrica Hashtag Europa;Bomba d'agua - Linha B;2;636.99;1273.97
67948;15/12/2023;Fabrica Hashtag Europa;Kit Embreagem - Linha A;3;380;1140
67949;15/12/2023;Revenda EUA;Radiador - Linha C;1;339.75;339.75
67950;15/12/2023;Revenda Mexico;Logo Hashtag - Linha A;2;10;20
67952;15/12/2023;Revenda Brasil;Bomba d'agua - Linha A;5;553.9;2769.5
67954;15/12/2023;Fabrica Doidona EUA;Pneus - Linha C;1;475.98;475.98
67954;15/12/2023;Fabrica Doidona EUA;Condensador - Linha Premium;4;1551.07;6204.27
67954;15/12/2023;Fabrica Doidona EUA;Foto do Lira - Linha A;5;870;4350
67956;15/12/2023;Original Fábrica Europa;Filtro Combustível - Linha A;5;183.34;916.7
67956;15/12/2023;Original Fábrica Europa;Farol Principal - Linha B;3;183.89;551.66
67957;15/12/2023;Revenda Brasil;Correia - Linha B;1;137.91;137.91
67959;15/12/2023;Original Fábrica Mexico;Filtro Combustível - Linha A;4;183.34;733.36
67964;15/12/2023;Revenda Argentina;Bomba d'agua - Linha A;1;553.9;553.9
67965;15/12/2023;Original Fábrica Asia;Volante - Linha A;2;530;1060
67966;15/12/2023;Fabrica Hashtag Argentina;Terminal de Direção - Linha B;4;156.4;625.6
67967;15/12/2023;Revenda Asia;Foto do Lira - Linha B;2;1000.5;2001
67968;15/12/2023;Fabrica Hashtag Argentina;Bomba d'agua - Linha Premium;2;1245.31;2490.61
67971;15/12/2023;Fabrica Doidona Brasil;Condensador - Linha A;2;689.9;1379.8
67973;15/12/2023;Fabrica Hashtag Argentina;Óleo Motor - Linha Premium;2;582.3;1164.59
67974;15/12/2023;Fabrica Hashtag Brasil;Bomba d'agua - Linha B;2;636.99;1273.97
67974;15/12/2023;Fabrica Hashtag Brasil;Volante - Linha C;4;700.93;2803.7
67975;15/12/2023;Original Fábrica EUA;Logo Hashtag - Linha B;5;11.5;57.5
67975;15/12/2023;Original Fábrica EUA;Terminal de Direção - Linha C;1;179.86;179.86
67977;15/12/2023;Fabrica Hashtag Asia;Caixa de Marcha - Linha C;2;6599.28;13198.55
67979;15/12/2023;Revenda Argentina;Terminal de Direção - Linha B;1;156.4;156.4
67979;15/12/2023;Revenda Argentina;Logo Hashtag - Linha B;1;11.5;11.5
67982;15/12/2023;Fabrica Hashtag Argentina;Volante - Linha C;1;700.93;700.93
67988;16/12/2023;Fabrica Hashtag Argentina;Kit Embreagem - Linha Premium;1;854.34;854.34
67989;16/12/2023;Fabrica Hashtag Argentina;Foto do Lira - Linha C;5;1150.58;5752.88
67992;16/12/2023;Fabrica Hashtag Brasil;Radiador - Linha A;2;256.9;513.8
67993;16/12/2023;Original Fábrica Brasil;Pneus - Linha Premium;2;809.17;1618.34
67993;16/12/2023;Original Fábrica Brasil;Logo Hashtag - Linha Premium;3;22.48;67.45
67997;16/12/2023;Fabrica Doidona Asia;Barra Estabilizadora - Linha Premium;2;889.86;1779.71
67998;16/12/2023;Fabrica Hashtag Europa;Terminal de Direção - Linha A;4;136;544
67999;16/12/2023;Fabrica Hashtag Internacional;Terminal de Direção - Linha B;1;156.4;156.4
67999;16/12/2023;Fabrica Hashtag Internacional;Filtro Combustível - Linha B;1;210.84;210.84
68002;16/12/2023;Revenda Mexico;Mola de pressão - Linha B;3;45.56;136.69
68005;16/12/2023;Fabrica Doidona Europa;Filtro Combustível - Linha B;3;210.84;632.52
68006;16/12/2023;Original Fábrica Asia;Filtro de Óleo - Linha Premium;2;42.49;84.98
68008;16/12/2023;Fabrica Doidona Brasil;Caixa de Marcha - Linha A;1;4990;4990
68009;16/12/2023;Fabrica Doidona Asia;Bateria - Linha C;1;633.48;633.48
68011;16/12/2023;Fabrica Hashtag EUA;Caixa de Marcha - Linha C;1;6599.28;6599.28
68011;16/12/2023;Fabrica Hashtag EUA;Barra Estabilizadora - Linha Premium;2;889.86;1779.71
68012;16/12/2023;Fabrica Doidona Mexico;Farol Principal - Linha B;1;183.89;183.89
68014;16/12/2023;Original Fábrica Mexico;Pneus - Linha Premium;5;809.17;4045.84
68014;16/12/2023;Original Fábrica Mexico;Foto do Lira - Linha A;2;870;1740
68014;16/12/2023;Original Fábrica Mexico;Bateria - Linha C;5;633.48;3167.39
68017;16/12/2023;Revenda Asia;Filtro de Óleo - Linha Premium;2;42.49;84.98
68018;16/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha Premium;3;422.45;1267.34
68021;16/12/2023;Fabrica Doidona Europa;Bomba d'agua - Linha C;4;732.53;2930.13
68023;16/12/2023;Fabrica Hashtag Asia;Kit Embreagem - Linha Premium;4;854.34;3417.34
68024;16/12/2023;Original Fábrica Mexico;Óleo Motor - Linha Premium;1;582.3;582.3
68025;16/12/2023;Fabrica Doidona Brasil;Kit Embreagem - Linha C;2;502.55;1005.1
68026;16/12/2023;Fabrica Doidona Argentina;Farol Principal - Linha A;3;159.9;479.7
68027;16/12/2023;Original Fábrica Asia;Pneus - Linha B;2;413.9;827.79
68027;16/12/2023;Original Fábrica Asia;Foto do Lira - Linha B;1;1000.5;1000.5
68028;16/12/2023;Revenda Europa;Correia - Linha A;5;119.92;599.6
68030;16/12/2023;Revenda Argentina;Filtro Combustível - Linha Premium;4;412.19;1648.78
68032;16/12/2023;Fabrica Hashtag EUA;Correia - Linha A;4;119.92;479.68
68032;16/12/2023;Fabrica Hashtag EUA;Óleo Motor - Linha Premium;3;582.3;1746.89
68033;16/12/2023;Original Fábrica Europa;Foto do Lira - Linha C;3;1150.58;3451.73
68034;16/12/2023;Revenda Europa;Óleo Motor - Linha C;3;342.53;1027.58
68035;16/12/2023;Fabrica Hashtag Internacional;Óleo Motor - Linha Premium;5;582.3;2911.48
68035;16/12/2023;Fabrica Hashtag Internacional;Kit Embreagem - Linha C;2;502.55;1005.1
68035;16/12/2023;Fabrica Hashtag Internacional;Foto do Lira - Linha A;1;870;870
68038;16/12/2023;Revenda Europa;Terminal de Direção - Linha Premium;1;305.76;305.76
68038;16/12/2023;Revenda Europa;Bateria - Linha A;2;479;958
68041;16/12/2023;Fabrica Doidona EUA;Mola de pressão - Linha Premium;2;89.08;178.15
68041;16/12/2023;Fabrica Doidona EUA;Farol Principal - Linha B;2;183.89;367.77
68045;16/12/2023;Fabrica Hashtag Argentina;Rolamento das Rodas - Linha C;1;248.5;248.5
68045;16/12/2023;Fabrica Hashtag Argentina;Filtro de Óleo - Linha Premium;1;42.49;42.49
68047;16/12/2023;Fabrica Doidona Asia;Terminal de Direção - Linha Premium;1;305.76;305.76
68049;16/12/2023;Fabrica Hashtag Brasil;Kit Embreagem - Linha C;2;502.55;1005.1
68050;16/12/2023;Fabrica Hashtag Europa;Correia - Linha Premium;3;269.61;808.83
68050;16/12/2023;Fabrica Hashtag Europa;Volante - Linha C;3;700.93;2102.78
68052;16/12/2023;Original Fábrica Europa;Bomba d'agua - Linha B;4;636.99;2547.94
68052;16/12/2023;Original Fábrica Europa;Volante - Linha B;1;609.5;609.5
68054;16/12/2023;Fabrica Doidona Europa;Farol Principal - Linha A;2;159.9;319.8
68054;16/12/2023;Fabrica Doidona Europa;Filtro de Óleo - Linha Premium;2;42.49;84.98
68055;16/12/2023;Fabrica Doidona Brasil;Condensador - Linha Premium;3;1551.07;4653.2
68056;16/12/2023;Fabrica Doidona Mexico;Rolamento das Rodas - Linha C;2;248.5;497
68056;16/12/2023;Fabrica Doidona Mexico;Caixa de Marcha - Linha B;5;5738.5;28692.5
68064;16/12/2023;Fabrica Hashtag Asia;Óleo Motor - Linha B;3;297.85;893.55
68066;16/12/2023;Fabrica Hashtag Internacional;Foto do Lira - Linha C;1;1150.58;1150.58
68068;16/12/2023;Fabrica Hashtag Internacional;Mola de pressão - Linha A;3;39.62;118.86
68069;16/12/2023;Fabrica Hashtag Internacional;Foto do Lira - Linha C;1;1150.58;1150.58
68069;16/12/2023;Fabrica Hashtag Internacional;Logo Hashtag - Linha B;1;11.5;11.5
68070;16/12/2023;Fabrica Doidona Argentina;Filtro Combustível - Linha C;1;242.47;242.47
68071;16/12/2023;Revenda EUA;Filtro Combustível - Linha C;4;242.47;969.87
68072;16/12/2023;Revenda EUA;Volante - Linha B;4;609.5;2438
68074;16/12/2023;Fabrica Hashtag Argentina;Bomba d'agua - Linha Premium;2;1245.31;2490.61
68075;16/12/2023;Fabrica Hashtag Asia;Logo Hashtag - Linha B;1;11.5;11.5
68077;16/12/2023;Fabrica Doidona EUA;Correia - Linha A;3;119.92;359.76
68079;16/12/2023;Revenda Mexico;Barra Estabilizadora - Linha A;2;395.8;791.6
68081;16/12/2023;Revenda Mexico;Caixa de Marcha - Linha Premium;1;11218.77;11218.77
68081;16/12/2023;Revenda Mexico;Filtro de Óleo - Linha B;1;21.74;21.74
68084;16/12/2023;Fabrica Doidona Mexico;Mola de pressão - Linha B;1;45.56;45.56
68084;16/12/2023;Fabrica Doidona Mexico;Caixa de Marcha - Linha B;1;5738.5;5738.5
68089;16/12/2023;Fabrica Hashtag Brasil;Volante - Linha C;2;700.93;1401.85
68090;16/12/2023;Original Fábrica Europa;Volante - Linha Premium;1;1191.57;1191.57
68090;16/12/2023;Original Fábrica Europa;Bateria - Linha C;2;633.48;1266.96
68091;16/12/2023;Fabrica Hashtag Mexico;Farol Principal - Linha B;4;183.89;735.54
68091;16/12/2023;Fabrica Hashtag Mexico;Farol Principal - Linha Premium;1;359.5;359.5
68091;16/12/2023;Fabrica Hashtag Mexico;Bomba d'agua - Linha Premium;1;1245.31;1245.31
68091;16/12/2023;Fabrica Hashtag Mexico;Terminal de Direção - Linha Premium;2;305.76;611.52
68093;16/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha Premium;1;582.3;582.3
68093;16/12/2023;Fabrica Doidona Argentina;Correia - Linha C;1;158.59;158.59
68095;16/12/2023;Fabrica Doidona Asia;Foto do Lira - Linha A;3;870;2610
68095;16/12/2023;Fabrica Doidona Asia;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
68097;16/12/2023;Fabrica Hashtag Argentina;Kit Embreagem - Linha C;2;502.55;1005.1
68097;16/12/2023;Fabrica Hashtag Argentina;Mola de pressão - Linha B;1;45.56;45.56
68099;16/12/2023;Fabrica Hashtag Europa;Filtro de Óleo - Linha A;2;18.9;37.8
68101;16/12/2023;Revenda EUA;Radiador - Linha C;1;339.75;339.75
68103;16/12/2023;Original Fábrica Europa;Radiador - Linha Premium;2;577.58;1155.15
68104;16/12/2023;Revenda EUA;Correia - Linha Premium;2;269.61;539.22
68104;16/12/2023;Revenda EUA;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
68105;16/12/2023;Revenda EUA;Terminal de Direção - Linha B;4;156.4;625.6
68105;16/12/2023;Revenda EUA;Barra Estabilizadora - Linha Premium;1;889.86;889.86
68105;16/12/2023;Revenda EUA;Caixa de Marcha - Linha C;1;6599.28;6599.28
68106;16/12/2023;Revenda EUA;Correia - Linha C;1;158.59;158.59
68106;16/12/2023;Revenda EUA;Logo Hashtag - Linha C;1;13.23;13.23
68109;16/12/2023;Revenda Brasil;Óleo Motor - Linha B;2;297.85;595.7
68109;16/12/2023;Revenda Brasil;Rolamento das Rodas - Linha B;1;216.09;216.09
68113;16/12/2023;Revenda Argentina;Rolamento das Rodas - Linha B;1;216.09;216.09
68114;16/12/2023;Original Fábrica Brasil;Filtro Combustível - Linha C;2;242.47;484.93
68115;16/12/2023;Original Fábrica Europa;Foto do Lira - Linha Premium;1;1955.98;1955.98
68116;16/12/2023;Fabrica Doidona Mexico;Óleo Motor - Linha B;1;297.85;297.85
68117;16/12/2023;Fabrica Hashtag EUA;Kit Embreagem - Linha A;3;380;1140
68117;16/12/2023;Fabrica Hashtag EUA;Logo Hashtag - Linha A;2;10;20
68120;16/12/2023;Fabrica Hashtag Asia;Foto do Lira - Linha C;2;1150.58;2301.15
68122;16/12/2023;Fabrica Hashtag Asia;Bateria - Linha A;2;479;958
68122;16/12/2023;Fabrica Hashtag Asia;Radiador - Linha Premium;1;577.58;577.58
68123;16/12/2023;Original Fábrica Brasil;Correia - Linha C;3;158.59;475.78
68127;16/12/2023;Original Fábrica Mexico;Radiador - Linha B;5;295.44;1477.18
68128;16/12/2023;Revenda Asia;Correia - Linha Premium;5;269.61;1348.05
68129;16/12/2023;Fabrica Hashtag EUA;Kit Embreagem - Linha C;3;502.55;1507.65
68129;16/12/2023;Fabrica Hashtag EUA;Filtro Combustível - Linha C;5;242.47;1212.34
68130;16/12/2023;Revenda Argentina;Logo Hashtag - Linha C;3;13.23;39.68
68135;16/12/2023;Original Fábrica Asia;Filtro Combustível - Linha A;5;183.34;916.7
68135;16/12/2023;Original Fábrica Asia;Filtro Combustível - Linha C;2;242.47;484.93
68136;16/12/2023;Original Fábrica Europa;Bomba d'agua - Linha A;1;553.9;553.9
68136;16/12/2023;Original Fábrica Europa;Logo Hashtag - Linha C;1;13.23;13.23
68138;16/12/2023;Fabrica Doidona Brasil;Mola de pressão - Linha A;3;39.62;118.86
68139;16/12/2023;Revenda Argentina;Caixa de Marcha - Linha Premium;2;11218.77;22437.54
68139;16/12/2023;Revenda Argentina;Correia - Linha B;1;137.91;137.91
68139;16/12/2023;Revenda Argentina;Foto do Lira - Linha Premium;1;1955.98;1955.98
68141;16/12/2023;Revenda Brasil;Bateria - Linha Premium;5;1076.91;5384.56
68141;16/12/2023;Revenda Brasil;Bateria - Linha B;1;550.85;550.85
68142;16/12/2023;Fabrica Doidona Argentina;Filtro de Óleo - Linha Premium;2;42.49;84.98
68143;16/12/2023;Revenda Brasil;Correia - Linha B;1;137.91;137.91
68144;16/12/2023;Fabrica Hashtag Internacional;Foto do Lira - Linha C;3;1150.58;3451.73
68145;16/12/2023;Original Fábrica Argentina;Barra Estabilizadora - Linha C;1;523.45;523.45
68146;16/12/2023;Fabrica Doidona Europa;Kit Embreagem - Linha C;5;502.55;2512.75
68146;16/12/2023;Fabrica Doidona Europa;Terminal de Direção - Linha Premium;1;305.76;305.76
68147;16/12/2023;Revenda Europa;Pneus - Linha B;1;413.9;413.9
68147;16/12/2023;Revenda Europa;Caixa de Marcha - Linha A;1;4990;4990
68148;16/12/2023;Revenda Brasil;Filtro Combustível - Linha Premium;5;412.19;2060.97
68148;16/12/2023;Revenda Brasil;Kit Embreagem - Linha A;1;380;380
68149;16/12/2023;Fabrica Doidona Brasil;Farol Principal - Linha A;1;159.9;159.9
68149;16/12/2023;Fabrica Doidona Brasil;Terminal de Direção - Linha B;2;156.4;312.8
68149;16/12/2023;Fabrica Doidona Brasil;Rolamento das Rodas - Linha C;2;248.5;497
68150;16/12/2023;Fabrica Doidona EUA;Kit Embreagem - Linha B;2;437;874
68151;16/12/2023;Revenda EUA;Mola de pressão - Linha Premium;5;89.08;445.38
68151;16/12/2023;Revenda EUA;Filtro Combustível - Linha A;4;183.34;733.36
68151;16/12/2023;Revenda EUA;Filtro Combustível - Linha A;2;183.34;366.68
68152;16/12/2023;Fabrica Doidona Mexico;Rolamento das Rodas - Linha A;1;187.9;187.9
68154;16/12/2023;Original Fábrica Argentina;Bomba d'agua - Linha A;4;553.9;2215.6
68155;16/12/2023;Fabrica Doidona EUA;Barra Estabilizadora - Linha Premium;1;889.86;889.86
68158;16/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha B;3;216.09;648.26
68159;16/12/2023;Revenda Brasil;Óleo Motor - Linha A;2;259;518
68159;16/12/2023;Revenda Brasil;Logo Hashtag - Linha C;1;13.23;13.23
68159;16/12/2023;Revenda Brasil;Volante - Linha C;3;700.93;2102.78
68159;16/12/2023;Revenda Brasil;Barra Estabilizadora - Linha C;2;523.45;1046.89
68161;16/12/2023;Original Fábrica Brasil;Farol Principal - Linha Premium;2;359.5;718.99
68162;16/12/2023;Original Fábrica Europa;Logo Hashtag - Linha B;1;11.5;11.5
68164;16/12/2023;Fabrica Hashtag Asia;Filtro Combustível - Linha C;2;242.47;484.93
68165;16/12/2023;Original Fábrica Asia;Barra Estabilizadora - Linha Premium;3;889.86;2669.57
68165;16/12/2023;Original Fábrica Asia;Terminal de Direção - Linha C;1;179.86;179.86
68166;16/12/2023;Revenda Europa;Kit Embreagem - Linha A;5;380;1900
68167;16/12/2023;Fabrica Doidona Argentina;Óleo Motor - Linha B;1;297.85;297.85
68168;16/12/2023;Revenda Argentina;Filtro Combustível - Linha A;1;183.34;183.34
68169;16/12/2023;Fabrica Doidona Brasil;Logo Hashtag - Linha C;3;13.23;39.68
68170;16/12/2023;Fabrica Doidona EUA;Óleo Motor - Linha C;4;342.53;1370.11
68170;16/12/2023;Fabrica Doidona EUA;Barra Estabilizadora - Linha Premium;2;889.86;1779.71
68171;16/12/2023;Fabrica Doidona Brasil;Caixa de Marcha - Linha C;1;6599.28;6599.28
68174;16/12/2023;Revenda EUA;Terminal de Direção - Linha A;1;136;136
68174;16/12/2023;Revenda EUA;Condensador - Linha Premium;3;1551.07;4653.2
68177;16/12/2023;Fabrica Hashtag Asia;Mola de pressão - Linha B;1;45.56;45.56
68181;16/12/2023;Original Fábrica Brasil;Rolamento das Rodas - Linha A;1;187.9;187.9
68181;16/12/2023;Original Fábrica Brasil;Pneus - Linha B;2;413.9;827.79
68182;16/12/2023;Fabrica Hashtag Mexico;Mola de pressão - Linha Premium;2;89.08;178.15
68182;16/12/2023;Fabrica Hashtag Mexico;Volante - Linha A;1;530;530
68183;16/12/2023;Original Fábrica Europa;Pneus - Linha C;2;475.98;951.96
68184;16/12/2023;Revenda Europa;Radiador - Linha A;1;256.9;256.9
68184;16/12/2023;Revenda Europa;Radiador - Linha A;1;256.9;256.9
68188;16/12/2023;Fabrica Hashtag Asia;Radiador - Linha Premium;5;577.58;2887.88
68190;16/12/2023;Original Fábrica Brasil;Óleo Motor - Linha C;2;342.53;685.06
68191;16/12/2023;Fabrica Doidona Europa;Caixa de Marcha - Linha A;2;4990;9980
68192;16/12/2023;Fabrica Hashtag Argentina;Terminal de Direção - Linha C;4;179.86;719.44
68193;16/12/2023;Fabrica Doidona Asia;Filtro Combustível - Linha B;1;210.84;210.84
68194;16/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha C;1;1150.58;1150.58
68197;16/12/2023;Fabrica Hashtag Internacional;Óleo Motor - Linha B;3;297.85;893.55
68198;16/12/2023;Fabrica Hashtag Brasil;Foto do Lira - Linha A;1;870;870
68199;16/12/2023;Fabrica Doidona Brasil;Foto do Lira - Linha Premium;1;1955.98;1955.98
68202;16/12/2023;Revenda Asia;Filtro de Óleo - Linha C;2;25;49.99
68203;16/12/2023;Fabrica Hashtag Europa;Correia - Linha A;1;119.92;119.92
68203;16/12/2023;Fabrica Hashtag Europa;Condensador - Linha Premium;2;1551.07;3102.14
68203;16/12/2023;Fabrica Hashtag Europa;Bateria - Linha B;1;550.85;550.85
68204;17/12/2023;Revenda Mexico;Radiador - Linha B;2;295.44;590.87
68204;17/12/2023;Revenda Mexico;Logo Hashtag - Linha Premium;4;22.48;89.93
68206;17/12/2023;Fabrica Doidona Argentina;Kit Embreagem - Linha Premium;1;854.34;854.34
68206;17/12/2023;Fabrica Doidona Argentina;Logo Hashtag - Linha C;1;13.23;13.23
68210;17/12/2023;Revenda Mexico;Kit Embreagem - Linha Premium;1;854.34;854.34
68212;17/12/2023;Fabrica Hashtag EUA;Kit Embreagem - Linha A;1;380;380
68217;17/12/2023;Revenda Argentina;Radiador - Linha Premium;1;577.58;577.58
68219;17/12/2023;Fabrica Hashtag Asia;Barra Estabilizadora - Linha C;1;523.45;523.45
68220;17/12/2023;Revenda Argentina;Condensador - Linha A;2;689.9;1379.8
68220;17/12/2023;Revenda Argentina;Barra Estabilizadora - Linha A;3;395.8;1187.4
68221;17/12/2023;Fabrica Hashtag EUA;Rolamento das Rodas - Linha B;5;216.09;1080.43
68222;17/12/2023;Fabrica Hashtag Internacional;Filtro Combustível - Linha B;3;210.84;632.52
68222;17/12/2023;Fabrica Hashtag Internacional;Correia - Linha C;1;158.59;158.59
68222;17/12/2023;Fabrica Hashtag Internacional;Logo Hashtag - Linha A;3;10;30
68224;17/12/2023;Revenda Europa;Radiador - Linha C;1;339.75;339.75
68225;17/12/2023;Original Fábrica Mexico;Filtro Combustível - Linha B;1;210.84;210.84
68225;17/12/2023;Original Fábrica Mexico;Farol Principal - Linha C;2;211.47;422.94
68225;17/12/2023;Original Fábrica Mexico;Barra Estabilizadora - Linha B;1;455.17;455.17
68226;17/12/2023;Revenda Asia;Radiador - Linha Premium;2;577.58;1155.15
68227;17/12/2023;Original Fábrica EUA;Mola de pressão - Linha C;1;52.4;52.4
