Preco,TipoBarco,TipoVenda,Ano,Comprimento,Largura,Material
240000,1,2,2010,13.12,4.04,3
240000,4,2,2012,15.24,4.57,3
240000,18,2,2006,14.18,4.3,3
240000,16,2,2007,14.35,4.34,3
239000,12,2,2005,12.85,3.95,7
239000,16,2,2015,13.5,4.09,4
239000,18,2,2015,10.9,3.35,3
239000,16,2,2004,14.6,4.3,3
239000,16,2,2005,14.55,4.36,4
239000,16,2,2006,15.01,4.33,3
239000,12,2,2001,14.25,4.2,7
239000,12,2,1999,13.99,4.35,7
239000,1,2,2019,7.62,2.74,3
239000,6,1,2020,10.5,3.35,4
239000,13,2,2008,14.96,4.29,3
239000,18,1,2020,9.95,3.32,4
239000,13,2,2014,10.78,3.31,3
239000,13,2,2011,12,3,3
239000,13,2,2007,17.53,4.65,3
239000,18,2,2008,14.35,3.99,3
239000,13,2,2011,11.8,3.99,3
238900,16,1,2020,10.45,3.37,3
238360,18,1,2021,9.6,2.94,3
238000,20,1,2020,19.95,4.85,7
238000,18,2,2016,12.33,3.8,4
235000,6,1,2016,12,3.97,7
235000,16,2,2005,12.5,3.9,3
235000,4,2,2003,19.6,4.4,3
235000,13,1,2019,11,3.75,3
235000,18,2,2009,13.96,4.25,3
235000,13,2,1910,27,5,7
235000,12,2,2003,15.5,4.5,7
235000,13,2,2014,12.15,3.9,3
235000,18,2,2018,10.53,3.32,4
235000,12,2,1994,16.4,5,7
235000,13,2,2017,11.7,3.53,3
235000,16,2,2002,14.8,4.6,3
235000,16,2,2006,14.65,4.36,3
235000,13,2,2016,9.75,2.74,3
235000,13,2,2017,9.3,2.98,3
235000,18,2,2017,11.47,3.62,3
235000,18,2,2017,13.29,3.97,3
235000,13,2,2018,11.9,3.9,7
234900,13,2,2002,15.2,4.27,3
234800,13,2,2009,13.2,3.99,3
225600,13,1,2020,9.99,3.49,3
232000,13,2,2007,14.95,4.3,3
232000,13,2,2007,14.7,4.64,3
250000,7,2,2017,10.6,3.45,3
249000,13,2,2015,12.7,3.99,2
229900,16,2,2005,12.9,4.29,3
229900,16,2,2002,15.85,4.4,3
229500,12,2,1920,27,4.5,7
229500,4,2,2019,9.8,3,3
229000,13,2,2007,14,4,3
229000,18,2,2008,14.7,4.64,3
229000,12,2,2012,12.66,3.95,7
229000,13,2,2003,14.8,4.55,7
229000,12,2,1997,13.2,4,7
229000,16,2,2007,12.88,4.21,3
229000,13,2,2007,17.53,4.65,3
229000,13,2,2006,13.36,3.95,3
229000,13,2,2009,13,4.16,3
229000,12,2,2017,10.98,4,4
229000,6,2,2015,11.51,3.62,3
229000,13,2,2002,13.78,4.14,3
229000,13,2,2016,11.47,3.62,3
229000,12,2,2000,14,4.25,7
229000,10,2,1998,28.58,4.8,7
229000,13,2,2007,13.11,4.11,3
228975,11,1,2019,8.67,2.49,3
228000,9,2,2009,11.8,3,3
220350,12,2,2007,13.6,4.17,3
246000,6,1,2017,11.5,3,3
227500,18,2,2016,9.99,3.3,3
218400,13,2,2002,13.18,3.74,7
225000,4,2,2000,17.15,4.54,3
225000,4,1,2017,6.8,2.07,6
225000,13,2,1999,17.5,5,7
225000,20,2,1998,14.3,4.45,7
225000,16,2,2007,14.85,4.36,3
224916,18,2,2016,12.55,3.85,4
224500,12,2,1933,28.55,5.02,7
224391,18,2,2020,10.44,3.32,4
224200,13,2,1998,14.33,4.4,3
224000,6,2,2017,9.85,3.25,3
223129,13,1,2019,11.2,3.6,3
215475,13,1,2011,11.7,3.75,3
238050,7,1,2019,9.3,2.2,3
220000,16,2,2004,13,4,3
220000,16,2,1996,13.68,4.17,3
220000,10,2,1980,27,6.68,6
220000,13,2,2003,16.76,4.66,3
220000,1,2,2017,10.6,3.15,4
220000,18,2,2011,12.9,3.99,3
220000,18,2,2008,14.3,4.2,3
220000,13,2,2012,11,3,3
219900,13,2,2004,14.76,4.2,3
199999,13,2,2001,17.28,4.6,3
199990,7,2,2001,18.5,4.59,3
219500,12,2,2009,12.25,4.15,7
219500,13,2,2006,16,4.75,7
219500,12,2,2010,14.5,4.7,7
219500,12,2,2009,13.9,4.2,7
219500,12,2,2010,14.5,4.7,7
219000,13,2,2003,14.88,4.01,3
219000,16,2,2002,14,4,3
219000,18,1,2020,11.4,3.45,3
219000,13,2,1963,24.21,5.39,7
219000,13,2,1963,24.21,5.39,7
219000,18,2,2009,12.7,4.1,3
219000,4,1,2020,9.95,3.35,4
219000,12,2,2005,12.77,4.15,7
219000,13,2,2001,13.2,4.35,7
219000,13,2,2001,16.13,4.44,3
219000,13,2,2001,15.2,3.94,3
219000,18,2,2009,15.4,4.2,3
219000,13,2,2001,16.13,4.44,3
219000,20,2,2020,10.9,3.6,5
219000,13,2,2018,10.07,3.25,3
215000,12,2,1987,16.05,4.8,7
215000,13,2,2006,12.5,4.2,3
215000,13,2,2009,11.98,4.16,3
215000,13,2,2003,15.98,4.22,3
215000,18,2,2019,10.56,3.32,4
215000,13,2,2019,9.35,2.95,3
215000,16,2,2001,14.9,4.7,3
215000,16,2,2008,14.55,4.36,4
215000,6,1,2020,9.94,3.37,3
215000,1,2,2008,15.4,4.25,3
215000,16,2,2016,11.37,3.9,4
215000,16,2,2006,12.9,4.21,4
215000,13,2,1995,17.57,4.8,3
215000,16,2,2006,14.55,4.36,3
215000,13,2,2018,10.56,3.27,4
215000,13,2,2001,13.3,4.34,3
215000,4,2,2019,11.2,3.3,4
215000,13,2,2005,13.66,4.56,3
214900,13,1,2020,9.95,3.32,4
207350,13,2,2008,13.6,4.25,3
229900,13,2,2010,10.78,3.35,7
214000,13,2,2001,14.91,4.42,3
214000,18,2,2017,11.47,3.62,4
214000,13,2,2001,12.8,4.25,3
213900,13,1,2020,9.95,3.35,3
195000,18,2,2006,12.14,3.51,4
213600,13,3,2020,10.4,3.68,4
213000,13,2,2007,14,4,3
213000,13,2,2007,12,3,3
210000,13,2,2007,12.35,3.65,3
210000,13,2,2017,11.93,3.95,3
210000,16,2,2004,15,4.33,3
210000,18,2,2011,12.98,3.8,3
210000,13,2,2003,14.81,4.01,3
210000,13,2,2009,12.6,4.1,7
210000,13,2,2010,13.41,4.19,3
210000,12,2,2016,9.99,3.53,4
210000,12,2,2019,9.99,3.53,4
210000,18,2,2018,10.44,3,4
210000,12,2,2002,14.28,4.7,7
210000,18,2,2015,11.66,3.56,3
210000,18,2,2008,13.97,3.8,3
210000,16,2,2011,16.18,4.75,3
210000,4,2,2005,13,4,4
210000,7,1,2020,9.15,3.1,3
210000,16,2,2016,11.37,2.85,4
209999,18,2,2011,13.83,4.41,4
209900,7,1,2020,10.45,3.37,3
209900,7,2,2017,10.9,3.35,3
209000,12,2,2000,13.2,4.55,7
209000,13,2,2001,13.2,4.25,3
209000,18,4,2019,3.35,9.95,3
205000,16,2,1996,17.81,4.81,3
205000,13,2,2004,14.99,4.3,3
205000,4,1,2020,10.61,3.35,4
205000,12,2,2006,13,4.05,7
203900,4,1,2020,9.23,2.98,3
203431,18,1,2020,10,3,4
219900,13,2,2008,10.7,3.4,3
219500,18,2,2018,8.6,2.6,2
194350,20,2,1906,30,5.05,7
200516,13,1,2020,9.84,2.97,3
200000,13,2,2004,15.49,4.22,3
200000,18,2,2007,15.5,4.5,3
200000,16,2,2003,17.84,5,3
200000,13,2,2006,12.01,4.25,3
200000,13,2,2010,11.09,3.66,3
200000,12,2,2007,12.3,3.7,3
200000,16,2,2007,9.94,3.9,3
200000,16,2,2009,13.8,4.13,4
200000,16,2,1999,14.93,4.42,4
200000,16,2,2005,14.9,4.7,3
200000,18,2,2017,11.33,3.45,3
200000,7,2,2019,11,3.35,3
200000,13,2,2007,11.9,4.04,3
199900,18,2,2018,10.5,3.35,3
199900,1,3,2020,10.2,3.4,3
199900,7,2,2004,13.97,4.25,3
199900,12,2,2007,12.6,4.35,7
199500,12,2,1968,29.57,6.5,7
199500,13,2,2003,15,4,3
199500,20,2,1905,18.5,4.52,7
199500,20,2,1910,24.47,4.86,7
199500,21,2,2000,25.53,5.74,7
199000,16,2,1997,17.15,4.57,3
199000,16,2,2003,14,4.3,3
199000,13,2,2006,16.46,4.3,3
199000,12,2,2009,11.85,3.95,7
199000,4,1,2019,9.35,2.95,3
199000,2,2,2006,11.7,4.16,3
199000,5,2,2013,7.5,2.4,6
199000,18,2,2016,10.9,3.35,3
199000,13,2,1997,15.79,4.5,3
199000,12,2,2003,13.1,4.1,7
199000,12,2,2005,13.9,4.15,7
199000,4,2,2010,11.99,3.99,3
199000,16,2,2009,11.9,3.98,3
199000,18,2,2004,13,3,3
199000,16,2,2011,12.15,3.9,4
199000,4,2,2006,12.57,4.7,3
199000,13,2,2015,13.29,3.99,3
199000,13,2,2008,10.3,3.3,3
199000,13,2,2002,13.04,6.42,3
199000,13,2,2019,10.56,3.32,4
199000,18,2,2012,10.42,3.1,3
199000,3,2,2015,12,6.04,3
199000,16,2,1993,19.8,5.08,3
199000,16,2,2003,14.3,4.6,7
199000,12,2,2009,13.6,4.17,4
199000,16,2,2010,13.93,4.16,3
199000,13,2,2015,11.2,3.46,3
199000,13,2,1996,16.7,4.68,3
198863,4,1,2019,9.63,3.35,4
198500,20,1,2020,12,4.44,2
198500,7,1,2020,9.97,3,3
198500,4,3,2020,9.95,3.03,3
198000,12,2,2004,13.6,4.25,7
198000,13,2,2008,11.97,3.89,3
198000,13,2,2009,11.92,3.89,3
198000,7,3,2020,9.35,2.95,3
198000,1,2,2008,12.45,4.02,3
198000,12,2,2011,10.7,3.4,7
198000,13,2,2005,14.76,4.2,3
198000,13,2,2004,15.49,4.22,3
198000,16,2,1991,15.85,4.2,3
198000,18,2,2016,10.8,3.59,3
211000,13,4,2021,10.1,2.76,3
195000,20,2,2020,15,4.5,2
195000,10,2,1953,13.8,3.86,6
195000,16,2,2008,14.33,4.27,3
195000,10,2,1986,7.35,2.4,6
195000,13,2,1995,14.5,4.25,7
195000,12,2,2004,11.5,3.8,7
195000,20,2,1971,28.65,5.17,7
195000,13,2,2004,14.99,4.33,3
195000,13,2,2008,13.72,3.39,3
195000,12,2,2002,12.55,4.2,7
195000,13,2,2009,11.4,3.45,3
195000,16,2,2005,13.29,4.16,4
195000,6,2,2014,8.51,2.9,4
195000,16,2,1997,15.9,4.47,3
195000,18,2,2008,15.01,4.32,3
195000,13,2,2011,13.22,4.21,3
195000,18,2,2006,14.99,4.33,3
195000,4,2,2008,13.49,3.63,3
195000,7,2,2008,11.99,4,3
195000,13,2,2005,15.7,4.35,3
195000,4,1,2020,9.95,3.32,4
195000,13,2,1967,22,5.8,7
195000,16,2,2003,13.3,4.34,3
195000,16,2,2007,14.55,4.36,4
195000,13,2,2003,15.45,4.51,3
195000,13,1,2020,9.02,3.15,3
195000,13,2,2008,15.1,4.49,3
195000,20,1,2020,13.2,4.4,3
195000,13,2,2011,14.99,4.41,3
193000,13,4,2020,10.94,3.31,3
192570,18,1,2020,10.21,3.49,4
204000,2,4,2002,9.8,3,3
204000,13,2,2019,9.15,3.1,3
190000,16,2,2006,13.72,4.27,3
190000,13,2,1978,14.4,4.4,3
190000,16,2,1994,12.8,4.11,3
190000,13,2,2006,15.15,4.87,3
190000,16,2,2005,18.45,4.3,3
190000,13,2,2006,13.67,4.2,3
190000,1,2,2006,15.15,4.87,3
190000,13,3,2019,9.35,2.95,3
190000,16,2,2007,13.67,4.2,4
190000,18,2,2007,13.43,4.15,4
190000,16,2,2009,12.62,3.99,4
190000,4,3,2020,8.05,3.05,3
190000,7,3,2020,8.05,3.05,3
190000,16,2,1996,17,4.74,3
190000,16,2,2008,14.1,4.22,3
190000,18,2,2002,16.2,4.5,3
190000,16,2,2008,13.7,4.18,4
190000,16,2,2008,13.7,4.18,4
189900,16,2,2002,13.3,4.35,3
189900,4,1,2020,10.57,3.21,3
189000,16,2,2009,13.36,4.16,4
189000,4,2,2010,12.2,4.04,4
189000,16,2,2007,13.3,4.32,3
189000,18,2,2010,13.36,4.16,4
189000,19,2,2018,10.57,3.21,3
189000,4,2,2018,8.23,2.74,3
189000,13,2,2004,12.04,3.94,3
189000,13,2,2015,10.98,3.98,3
189000,13,2,2006,11.8,3.8,3
189000,18,2,2018,11.33,3.45,3
189000,12,2,2003,11.6,3.85,7
189000,12,2,2000,13,4.35,7
189000,13,2,2008,13.8,4.15,3
189000,12,2,2014,10.98,4,4
189000,12,2,2014,10.98,4,4
189000,12,2,2014,9.98,3.98,3
189000,16,2,1989,13.17,4.29,3
189000,13,2,2018,10.57,3.21,3
189000,16,2,2014,9.98,3.98,3
189000,13,2,2007,12.5,4.3,3
204000,18,1,2020,8.5,3.05,3
182000,7,2,1972,14.55,4.84,6
188000,13,2,2000,14.9,4.5,7
188000,12,2,2016,10.39,3.53,4
188000,10,2,1973,14.3,4.3,7
187500,12,2,2001,12.55,4.25,7
185000,16,2,2005,13.21,4.11,3
185000,13,2,2009,12,4,3
185000,13,2,1999,14.63,3.05,3
185000,12,2,2016,9.99,3.53,4
185000,18,2,2009,11.92,3.89,4
185000,13,2,2002,13.5,4.12,3
185000,12,2,2011,11,3.7,7
185000,16,2,1999,13.54,4.17,5
185000,18,2,2015,9.86,3.6,4
185000,13,2,1998,11.05,3.7,7
184900,4,2,2008,11.97,3.6,3
184611,4,1,2020,8.8,2.59,3
199500,4,3,2020,9.85,2.98,3
198849,6,1,2019,9.15,2.75,3
183300,4,1,2019,9.88,2.95,3
182000,12,2,2007,13.6,4.17,3
175500,13,1,1999,13.8,4.05,3
196000,13,2,2008,12,3.8,3
165000,22,2,2020,7.01,2.5,5
164950,18,1,2019,9.42,3.18,4
195000,13,2,2008,14.98,4.36,3
195000,11,1,2020,8.23,2.59,3
195000,13,2,1993,14.85,4.38,3
180000,13,2,2004,11.99,4.2,3
180000,16,2,1984,15.24,4.81,3
180000,13,2,2008,10.07,3.26,3
180000,13,2,2005,14.33,4.11,3
180000,13,2,2006,17,4.4,3
179990,20,2,2015,14.99,5.03,2
179950,13,2,1996,19.2,4.75,3
194500,4,2,2017,8.6,2.59,2
179900,13,2,2000,14,4,3
179800,20,1,2020,12,5,2
179500,13,2,1996,19,4,3
179500,12,2,1922,26.5,5,7
179500,13,2,1993,16.7,3.9,7
179500,12,2,2001,12.7,4.1,7
179500,12,2,2009,10.7,3.4,7
179500,13,2,2001,13.74,3.81,3
179500,22,3,2020,7.7,2.59,3
179500,13,2,2017,9.99,3.49,4
179000,7,2,2005,12.45,3.97,3
179000,16,2,2008,12,4.1,3
179000,4,2,2014,10.44,3.14,4
179000,12,2,1998,13.5,4.35,7
179000,13,2,1995,13.9,4.15,7
179000,12,2,2009,11.2,3.8,7
179000,1,2,2008,11.91,3.74,4
179000,18,2,2008,14.19,4.1,3
179000,13,2,2004,13,4.15,3
179000,13,2,2007,15.11,4.45,4
179000,16,2,2003,14.11,4.27,3
179000,13,2,2011,13.35,4,3
179000,4,1,2020,10.5,3.2,4
178000,13,2,1996,16.4,4.9,3
178000,13,2,2008,11.87,3.88,4
178000,7,2,2008,10.56,3.46,3
178000,12,2,2003,11.6,3.85,7
177900,13,2,1990,15,4,3
177090,1,1,2020,7.99,2.95,4
176615,4,3,2021,8.1,2.6,3
176000,13,4,2019,9.23,2.98,3
175848,4,1,2020,8.67,2.51,3
190000,16,2,1988,15,4.85,7
190000,7,2,2003,12.26,3.41,3
189900,13,1,2017,10.7,3.4,3
159950,4,2,2013,11.8,3.99,4
175000,13,2,1999,15,4,3
175000,18,2,2007,11.35,4.14,3
175000,16,2,2003,13.95,4.3,3
175000,13,2,2003,13,4.5,7
175000,12,2,1929,31.41,5.38,7
175000,10,2,1977,18.3,5.3,6
175000,18,2,2011,11.15,3.74,3
175000,13,2,2000,16,4.72,3
175000,16,2,1999,18.45,4.4,3
175000,12,2,2009,12,4.05,7
175000,13,2,2002,13.78,4.14,3
175000,8,2,2019,9,2.62,3
175000,7,2,2008,11.88,3.81,9
175000,13,2,1911,22.17,3.8,7
175000,13,2,2007,14,4.1,3
175000,13,2,2007,13.85,4.13,3
174900,12,2,2000,13.85,4.1,7
174900,12,2,2008,13,4,3
174900,13,2,2015,10.28,3.59,3
174900,18,2,2013,9.98,3.3,4
174500,12,2,2005,12.5,4,7
174500,16,2,2001,16.46,4.72,3
174500,12,2,1998,14.5,4.25,7
174500,12,2,2012,16.8,4.25,7
186900,13,2,2011,10.7,3.4,3
174000,16,2,2001,13.41,4.16,3
174000,16,2,2000,13.65,4.27,3
187980,4,1,2020,8.25,3.05,3
173455,4,1,2020,9.23,3,4
173320,18,3,2020,10.4,2.99,3
173000,16,2,2006,11.76,3.74,3
186816,7,1,2021,8.78,2.6,3
172700,13,1,2019,9.35,2.95,3
172500,12,2,2006,12.32,4.35,7
172000,13,2,2003,12.99,4.16,3
172000,18,2,2006,13.1,3.9,3
172000,18,2,2019,10.5,3.32,4
185000,22,4,2019,6.8,2.5,3
185000,5,2,2015,9.99,2.97,3
170000,12,2,1985,13.55,4.35,4
170000,13,2,2007,15.11,4.45,4
170000,13,2,2018,11.8,2.75,3
170000,19,2,2006,10.97,3,3
170000,14,2,1909,38,5,7
170000,13,2,2011,14.99,4.41,3
170000,13,2,2014,10.8,3.59,3
170000,16,2,1998,14.5,4.42,3
169900,16,2,2000,12.99,4.16,3
169900,20,1,2020,10.5,3.8,7
169900,12,2,2001,11.75,3.9,7
169500,16,2,2011,11.83,3.83,3
169500,13,2,2004,13,4.1,7
169500,13,2,1898,24.98,4.8,7
169500,7,2,2011,10.1,3.15,3
169000,20,2,1910,29.5,6.6,7
169000,16,2,2002,13.24,4.16,3
169000,16,2,1991,16.5,4.73,3
169000,13,2,2007,12,4,3
169000,13,2,1983,16.2,4.35,7
169000,13,2,2006,15.1,4.49,3
169000,16,2,2000,14.65,4.4,4
169000,13,2,2005,12.56,4.06,3
169000,12,2,2000,13,4,7
169000,16,2,1999,11.7,3.85,3
169000,13,2,2000,15.67,4.58,3
168000,13,2,2007,12.5,4.8,3
168000,16,2,2004,12,4.05,3
168000,13,2,2006,12.5,4.8,3
167000,16,2,1997,13.05,4.17,3
180000,13,2,2000,11.46,3.78,3
166000,16,2,2007,11.74,3.78,3
165900,1,3,2020,10.2,3.4,3
165800,20,1,2020,11.98,5,2
179000,4,2,2018,8.6,2.6,2
179000,20,2,1998,10.1,3.45,7
165490,8,1,2020,8.9,2.84,3
165000,16,2,1997,14.6,4.42,3
165000,13,2,2018,10.1,3.15,3
165000,1,2,2007,12,4.05,3
165000,13,2,2008,14.19,4.1,3
165000,16,2,2016,10,3.3,3
165000,16,2,2007,13.36,4.16,4
165000,4,2,2009,11.43,3.63,4
165000,18,2,2011,10.55,3.73,4
165000,13,2,2006,13.7,4.22,3
165000,18,2,2007,13.45,3.74,4
165000,19,2,1990,12.24,3.75,3
165000,13,2,2000,17.04,4.27,3
165000,16,2,2001,15.83,4.3,3
165000,16,2,2010,11.37,3.85,3
165000,13,2,2007,11,3,3
165000,7,2,2007,16,4.2,9
165000,4,2,2008,6.2,2.2,6
164790,13,3,2021,11.16,3.49,3
164500,12,2,1909,28.15,4.32,7
164500,13,2,2007,15.11,4.45,4
149950,18,1,2020,9.22,3,4
164000,13,2,2007,12.8,4.1,3
163955,20,2,2019,12.2,4.35,7
163000,6,2,2011,9.7,3.2,3
163000,13,2,2000,13.78,3.8,3
162000,13,2,2017,10.57,3.21,4
175000,4,2,2013,8.2,2.9,3
156000,16,2,1999,14.5,4.65,3
161000,4,1,2018,8.46,2.55,3
160660,4,1,2020,9.23,3,4
160575,4,1,2020,9.23,3,4
160000,18,2,2002,11.47,3.96,3
160000,2,2,2007,11.73,3.84,3
160000,13,2,2001,14.6,4.42,3
160000,18,2,2000,14.54,4.3,3
160000,13,4,2020,8.95,2.99,3
160000,1,2,2008,11.95,4.13,3
159990,7,2,2000,13.4,4,2
159900,18,2,2006,14.02,4.4,3
159900,18,2,2013,12.32,3.77,4
159900,7,3,2020,8.9,2.99,3
159900,7,1,2020,10.45,3.37,3
159900,13,2,1996,12.9,4.2,3
159500,13,2,2009,10.82,3.5,3
159500,12,2,2000,11.5,3.95,7
159500,12,2,1955,38.86,5.05,7
159500,14,2,2014,9.5,2.99,2
159500,4,2,2010,12.92,4.28,3
159500,13,2,2003,13.3,3.95,3
159359,4,1,2020,9.31,2.99,3
159061,6,1,2020,9.9,3.4,4
145000,13,2,2009,15.11,4.45,4
159000,13,2,2011,11.8,3.99,3
159000,18,2,2016,10.62,3.38,4
159000,4,2,1993,9.3,3,6
159000,5,2,2005,7.1,2.4,6
159000,12,2,1997,15,4.5,7
159000,24,2,1955,38,5.07,7
159000,6,2,2008,11.5,3.6,3
159000,13,2,1988,13.84,4.42,3
159000,16,2,2004,11.74,3.31,3
158988,4,1,2019,8.9,2.84,4
158900,16,2,1987,17,5,3
158350,4,1,2020,8.1,2.56,3
158000,16,2,1998,15.98,4.4,3
157990,16,2,1997,12.9,4.3,3
157692,4,1,2020,7.47,2.5,3
157500,7,4,2020,9.2,2.99,3
143384,4,1,2020,9.98,3.23,4
157000,13,2,2007,9.68,2.88,3
156000,20,1,2020,11,4.4,3
156000,16,2,2006,12,4,3
168241,4,1,2019,7.88,2.46,3
168241,4,1,2019,7.88,2.46,3
168000,4,1,2019,7.88,2.46,3
168000,18,2,2013,9.67,3.35,3
155000,20,1,2020,15,4.5,2
155000,12,2,1965,17.15,3.5,7
155000,10,2,1930,8,1.8,6
155000,13,2,2005,11.9,3,3
155000,16,2,2006,12,4,3
155000,13,2,2001,14.7,4.1,3
155000,3,2,2006,10.35,4.4,3
154900,13,2,1997,18.3,4.55,3
154644,4,1,2019,7.85,2.49,3
154500,13,2,2008,11.8,4.3,7
167000,12,2,2001,11.2,3.8,7
154393,13,1,2020,11.08,3.4,3
166640,22,4,2020,7.48,2.58,3
154000,13,2,2006,10.8,3,3
154000,18,3,2020,9.19,3.1,3
154000,13,2,2003,14.2,4.2,3
154000,16,2,2006,11.5,3.78,3
139950,16,2,2001,13.41,3.96,4
153640,4,3,2020,8.8,2.85,3
139950,16,2,2001,12.1,3.7,4
139950,18,1,2017,9.14,2.74,4
139500,13,2,2004,13.75,4.24,3
152850,20,1,2020,14.6,4.35,7
165000,10,2,1959,6.52,2.16,6
152265,4,1,2020,7.85,2.49,3
152200,13,1,2020,8.5,2.99,3
152035,6,1,2020,9.2,2.95,3
152000,10,4,2017,6.5,2.15,6
152000,2,2,2013,8.7,2.85,3
152000,13,2,2011,11.8,3.99,3
152000,12,2,1991,12.59,3.95,3
151500,4,1,2020,7.9,2.59,3
150000,12,2,1907,19.9,4.2,7
150000,16,2,2010,11.3,3.9,3
150000,16,2,2001,12.88,4.29,3
150000,20,2,2016,15,5,7
150000,16,2,2002,12,4,3
150000,12,2,1997,14,4.2,7
150000,10,2,1984,9.25,2.25,6
150000,16,2,2004,12.8,4.2,3
150000,4,2,2016,11.2,3.3,3
150000,16,2,1997,15.23,4.32,4
150000,16,2,2005,11.95,4.55,3
150000,13,2,2008,11.51,3.5,3
150000,21,2,2000,21.5,6.15,6
150000,4,2,2018,8.12,3.5,3
150000,2,2,1980,11.5,4.03,3
150000,16,2,1995,13.98,4.5,3
150000,13,2,2006,12.45,4.02,3
150000,16,2,2008,11.58,4,3
150000,16,2,2008,11.58,3.96,3
150000,13,2,2008,11.5,3.5,3
150000,13,2,2009,11.28,3.35,3
150000,6,1,2020,9,2.99,4
150000,16,2,2010,9.98,3.8,3
150000,7,2,2010,10.4,3.45,3
150000,4,2,2019,10,3,4
150000,16,2,2000,13.9,4.28,3
150000,12,2,2008,13.5,4.17,3
149950,4,2,2016,8.55,2.78,3
149500,12,2,2010,10.5,3.85,7
149500,13,2,1999,14.5,4.3,7
149500,13,2,1998,16.7,4.38,3
149111,16,1,2019,11.4,3.5,3
149070,4,1,2020,10.57,3.21,4
149000,18,2,2011,10.2,3.35,3
149000,16,2,2004,13.16,3.84,3
149000,13,2,1992,15,4.65,3
149000,12,2,2005,12.6,3.8,7
149000,4,2,1998,16.8,4.27,4
149000,12,2,1996,13.93,4.2,7
149000,13,2,2001,15,4.4,3
149000,11,2,2018,7.47,2.49,3
149000,5,2,2007,7.5,2.4,6
149000,16,2,1996,16,4.3,3
149000,13,2,1996,14.94,3.29,3
149000,13,2,2002,14.1,4.2,3
149000,16,2,2000,13.2,4.2,3
149000,13,2,2001,12.8,4.2,7
149000,6,2,2002,12.4,3.9,4
149000,13,2,2015,10.9,3.31,3
149000,13,2,1994,14.5,4.25,3
149000,13,2,2015,10.06,3.31,3
149000,12,2,2005,12.6,3.8,7
149000,12,2,2001,11.5,3.95,7
149000,12,2,2000,14.75,4.25,7
149000,16,2,2004,13.7,4.2,3
149000,16,2,2001,11.99,4.33,3
149000,13,2,2006,12.4,3.95,7
148500,22,3,2020,7.24,2.59,3
159000,4,2,2012,9.45,3.05,3
134950,16,2,2004,11.73,3.78,4
134950,16,2,2002,11.58,3.76,4
134950,4,2,2020,9.22,3,4
160000,10,4,2017,6.5,2.15,6
148000,20,2,1885,28,5.6,7
148000,13,2,2014,10.99,3.35,3
148000,18,2,2018,9.23,2.98,4
148000,9,2,2010,11.42,3.56,3
148000,6,2,2012,9.1,3.1,3
148000,18,2,2013,10.62,3.6,3
147500,13,2,1997,12.01,4.1,3
147500,13,2,2006,11.61,3.65,3
147500,12,2,2008,10.8,3.8,7
147500,6,1,2020,8.4,3,3
147220,4,1,2019,9.95,3.35,4
142350,13,2,1995,13.68,4.17,3
147000,13,2,2007,13.1,4.2,3
147000,13,2,1922,27,3.93,7
146700,4,1,2020,8.3,2.59,3
158000,4,2,2004,10.94,3.28,3
145900,13,2,2003,11.04,3.5,3
145000,4,2,2009,11.5,3.89,3
145000,18,2,2018,9.43,3.15,4
145000,13,2,2011,11.66,3.59,3
145000,13,2,2004,11.78,3.25,3
145000,13,2,2002,12.25,3.5,3
145000,12,2,1981,11.7,4.06,4
145000,13,2,2001,14.8,4.4,3
145000,4,2,2016,10.57,3.21,4
145000,12,2,2004,13.6,4.17,4
145000,12,2,1976,11.98,4.17,4
145000,9,2,2002,11.85,3.9,3
145000,3,2,2000,11.15,5.1,3
145000,13,2,2006,14,4.02,3
145000,13,2,2002,13.8,4.06,3
145000,18,2,2007,11.73,3.83,3
144900,12,2,2002,12.7,4,7
144900,13,1,2019,9.31,2.99,3
144900,13,1,2019,9.31,2.99,3
144714,7,1,2020,7.9,2.5,3
155000,4,2,2007,9.45,2.9,3
143900,7,3,2021,8.1,2.56,3
141756,4,1,2020,7.85,2.49,4
141686,18,1,2020,9.23,3,4
141322,1,1,2020,8.6,2.98,4
140540,11,1,2020,7.41,2.54,4
140455,20,1,2020,13.4,4.35,7
140000,4,2,2006,10.41,3.64,3
140000,12,2,2004,12.4,3.9,3
140000,13,2,2006,13.72,4.27,3
140000,16,2,1999,13.4,4.05,3
140000,16,2,1984,12.3,3.8,3
140000,16,2,2000,13.11,3.66,3
140000,2,2,1998,13.26,4.47,3
140000,13,2,2009,9.99,3.5,3
140000,16,2,2010,10.4,3.6,4
140000,13,2,2002,11.45,3.25,3
140000,13,2,2010,11.8,3.84,3
140000,4,2,1996,14.85,4.3,4
140000,4,2,2018,9.45,2.74,3
140000,13,2,2010,10.8,3.59,3
140000,16,2,2008,9.9,3.8,3
140000,13,2,1977,14.83,4.46,7
139500,12,2,1999,12.9,4,7
139500,12,2,1895,26.53,4.5,7
139500,20,2,1911,27.16,4.6,7
139500,13,2,2002,14,4,3
139500,13,2,2012,11.7,3.6,3
149500,13,2,2003,11.7,3.63,3
139000,13,2,2005,13.35,4,3
139000,13,2,1998,10.98,3.1,3
139000,18,2,2006,13.24,4.42,3
139000,8,1,2017,8.5,3.04,3
139000,7,2,1980,13.38,4.63,3
139000,12,2,1987,14.95,4.25,7
139000,13,2,2009,11.31,3.77,3
